№,дата начала (0),дата конца (5),последовательность,№ посл.,цена (0),цена (1),цена (2),цена (3),цена (4),цена (5),ход в цене,ход % от нуля,баров,растут ли вершины,что после (5),перекрытие
307,2021-03-22 07:00,2021-03-23 00:00,LH·HL·HH·HL·LH,П5,1727.35,1739.09,1730.61,1741.12,1738.13,1740.55,13.77,0.8,16,нет,LL,нет
308,2021-03-24 01:00,2021-03-24 16:00,HH·HL·HH·HL·HH,П6,1723.89,1734.54,1727.23,1735.99,1728.44,1738.62,14.72,0.85,15,да,HL,нет
309,2021-03-31 02:00,2021-04-01 07:00,HH·HL·HH·HL·HH,П6,1677.95,1688.82,1682.34,1715.28,1705.87,1720.06,42.11,2.51,28,да,HL,нет
310,2021-04-07 12:00,2021-04-08 14:00,HH·HL·HH·HL·HH,П6,1730.73,1743.31,1733.26,1747.74,1741.68,1758.72,27.99,1.62,25,да,LL,нет
311,2021-04-14 14:00,2021-04-15 15:00,LH·HL·HH·HL·HH,П1,1732.65,1740.55,1734.49,1749.23,1744.62,1769.66,37.01,2.14,24,да,HL,нет
312,2021-04-20 09:00,2021-04-21 07:00,LH·HL·HH·HL·HH,П1,1763.72,1775.68,1766.15,1780.51,1776.32,1788.44,24.72,1.4,21,да,HL,нет
313,2021-04-23 14:00,2021-04-26 10:00,LH·HL·HH·HL·LH,П5,1770.12,1779.37,1774.05,1783.56,1775.02,1782.32,13.43,0.76,19,нет,LL,нет
314,2021-04-26 12:00,2021-04-27 12:00,HH·HL·LH·HL·HH,П16,1768.85,1784.2,1773.82,1783.47,1776.13,1785.66,16.81,0.95,23,нет,LL,нет
315,2021-04-28 12:00,2021-04-29 12:00,HH·HL·HH·HL·LH,П12,1762.76,1775.93,1770.5,1790.03,1772.29,1781.45,27.27,1.55,23,нет,LL,нет
316,2021-04-30 14:00,2021-05-04 08:00,LH·HL·HH·HL·LH,П5,1764.31,1772.36,1766.29,1798.07,1784.0,1790.6,33.76,1.91,40,нет,LL,нет
317,2021-05-05 12:00,2021-05-06 15:00,HH·HL·HH·HL·HH,П6,1770.44,1788.03,1782.05,1795.85,1788.38,1818.13,47.69,2.69,26,да,HL,нет
318,2021-05-07 01:00,2021-05-09 23:00,HH·HL·HH·HL·LH,П12,1812.91,1822.41,1817.37,1843.4,1817.38,1837.01,30.49,1.68,21,нет,HL,нет
319,2021-05-14 03:00,2021-05-17 17:00,HH·HL·HH·HL·HH,П6,1819.85,1848.19,1843.65,1855.46,1844.11,1868.53,48.68,2.67,37,да,HL,нет
320,2021-05-19 11:00,2021-05-20 16:00,HH·HL·LH·HL·HH,П16,1852.23,1890.14,1862.06,1879.13,1865.31,1883.98,37.91,2.05,28,нет,HL,нет
321,2021-05-25 01:00,2021-05-26 03:00,HH·HL·HH·HL·HH,П6,1872.76,1887.35,1879.89,1900.3,1897.07,1907.82,35.06,1.87,25,да,HL,нет
322,2021-05-26 17:00,2021-05-27 13:00,LH·HL·HH·HL·LH,П5,1890.74,1897.79,1892.27,1903.71,1894.16,1898.86,12.97,0.69,19,нет,LL,нет
323,2021-05-28 12:00,2021-05-31 09:00,HH·HL·HH·HL·LH,П12,1882.25,1906.12,1902.62,1910.65,1903.57,1907.02,28.4,1.51,20,нет,LL,нет
324,2021-06-04 01:00,2021-06-04 19:00,HH·HL·HH·HL·LH,П12,1856.04,1875.15,1868.81,1896.24,1888.37,1892.24,40.2,2.17,18,нет,LL,нет
325,2021-06-14 12:00,2021-06-15 13:00,LH·HL·LH·HL·LH,П29,1844.63,1869.84,1858.76,1869.2,1862.29,1868.15,25.21,1.37,24,нет,LL,нет
326,2021-06-17 15:00,2021-06-18 09:00,LH·HL·HH·HL·HH,П1,1767.3,1782.01,1769.73,1787.21,1782.23,1797.32,30.02,1.7,17,да,LL,нет
327,2021-06-18 20:00,2021-06-21 22:00,LH·HL·HH·HL·HH,П1,1761.04,1776.93,1766.53,1785.95,1773.56,1787.77,26.73,1.52,24,да,HL,нет
328,2021-06-22 12:00,2021-06-23 09:00,LH·HL·HH·HL·HH,П1,1772.39,1783.22,1775.22,1783.96,1777.61,1785.59,13.2,0.74,20,да,HL,нет
329,2021-06-24 04:00,2021-06-25 02:00,HH·HL·LH·HL·HH,П16,1772.88,1788.04,1773.67,1777.21,1773.8,1779.69,15.16,0.86,21,нет,HL,нет
330,2021-06-28 01:00,2021-06-29 05:00,HH·HL·LH·HL·LH,П25,1770.78,1785.83,1773.47,1783.03,1773.85,1779.03,15.05,0.85,27,нет,LL,нет
331,2021-06-30 08:00,2021-07-01 14:00,HH·HL·HH·HL·HH,П6,1753.44,1774.45,1765.74,1779.11,1772.46,1782.89,29.45,1.68,29,да,LL,нет
332,2021-07-02 07:00,2021-07-05 08:00,HH·HL·LH·HL·HH,П16,1774.36,1795.1,1784.52,1789.97,1784.79,1794.74,20.74,1.17,24,нет,HL,нет
333,2021-07-06 16:00,2021-07-07 12:00,LH·HL·HH·HL·HH,П1,1790.15,1797.76,1793.99,1803.02,1797.42,1809.89,19.74,1.1,19,да,LL,нет
334,2021-07-08 15:00,2021-07-09 18:00,LH·HL·LH·HL·HH,П20,1794.21,1807.93,1796.74,1806.11,1798.33,1812.44,18.23,1.02,26,нет,HL,нет
335,2021-07-12 14:00,2021-07-13 06:00,HH·HL·HH·HL·LH,П12,1791.64,1807.57,1805.18,1812.85,1806.17,1812.41,21.2,1.18,15,нет,LL,нет
336,2021-07-19 12:00,2021-07-20 02:00,LH·HL·LH·HL·HH,П20,1795.12,1815.65,1804.94,1813.41,1810.83,1819.17,24.06,1.34,13,нет,HL,нет
337,2021-07-22 08:00,2021-07-22 23:00,HH·HL·HH·HL·HH,П6,1792.84,1806.3,1794.14,1808.12,1806.22,1808.61,15.77,0.88,14,да,LL,нет
338,2021-07-28 18:00,2021-07-29 23:00,HH·HL·HH·HL·LH,П12,1792.8,1817.55,1815.23,1832.73,1827.88,1831.31,39.93,2.23,27,нет,LL,нет
339,2021-08-03 12:00,2021-08-04 07:00,HH·HL·LH·HL·HH,П16,1807.17,1815.07,1808.78,1814.88,1812.13,1815.26,8.08,0.45,18,нет,LL,нет
340,2021-08-10 14:00,2021-08-11 17:00,LH·HL·HH·HL·HH,П1,1717.79,1732.84,1724.2,1735.26,1728.98,1754.53,36.75,2.14,26,да,HL,нет
341,2021-08-12 13:00,2021-08-13 16:00,LH·HL·HH·HL·HH,П1,1741.65,1754.03,1751.74,1760.35,1757.04,1779.34,37.68,2.16,26,да,HL,нет
342,2021-08-17 15:00,2021-08-18 07:00,LH·HL·HH·HL·HH,П1,1780.67,1786.96,1785.18,1792.36,1787.96,1793.83,13.16,0.74,15,да,LL,нет
343,2021-08-19 03:00,2021-08-20 12:00,HH·HL·LH·HL·LH,П25,1774.21,1792.55,1776.46,1788.49,1779.93,1786.77,18.33,1.03,32,нет,LL,нет
344,2021-08-23 01:00,2021-08-24 06:00,HH·HL·HH·HL·LH,П12,1776.56,1788.79,1784.35,1806.44,1800.84,1805.16,29.89,1.68,28,нет,LL,нет
345,2021-09-02 14:00,2021-09-03 15:00,LH·HL·HH·HL·HH,П1,1804.9,1811.15,1809.05,1814.93,1810.76,1834.04,29.14,1.61,24,да,HL,нет
346,2021-09-09 14:00,2021-09-10 12:00,LH·HL·HH·HL·LH,П5,1783.9,1799.22,1791.02,1803.92,1796.21,1800.62,20.02,1.12,21,нет,LL,нет
347,2021-09-20 02:00,2021-09-22 02:00,HH·HL·HH·HL·LH,П12,1742.08,1767.21,1758.0,1781.84,1772.36,1779.26,39.76,2.28,46,нет,HL,нет
348,2021-09-23 20:00,2021-09-27 02:00,HH·HL·LH·HL·HH,П16,1737.84,1757.65,1740.52,1754.05,1746.04,1760.91,23.07,1.33,28,нет,LL,нет
349,2021-09-28 12:00,2021-09-29 10:00,LH·HL·HH·HL·HH,П1,1728.19,1741.34,1732.88,1741.42,1736.76,1745.53,17.34,1.0,21,да,LL,нет
350,2021-09-30 11:00,2021-10-01 07:00,HH·HL·LH·HL·HH,П16,1722.29,1764.24,1750.67,1756.92,1750.94,1757.29,41.95,2.44,19,нет,LL,нет
351,2021-10-01 12:00,2021-10-04 06:00,HH·HL·HH·HL·LH,П12,1749.71,1764.35,1757.31,1765.76,1757.86,1762.76,16.05,0.92,17,нет,LL,нет
352,2021-10-07 13:00,2021-10-08 13:00,LH·HL·LH·HL·HH,П20,1752.03,1763.24,1753.45,1760.63,1754.39,1781.4,29.38,1.68,23,нет,HL,нет
353,2021-10-11 13:00,2021-10-12 14:00,LH·HL·HH·HL·HH,П1,1750.24,1760.22,1750.81,1762.68,1754.02,1769.42,19.18,1.1,24,да,HL,нет
354,2021-10-18 10:00,2021-10-19 13:00,LH·HL·HH·HL·HH,П1,1760.38,1771.27,1762.95,1783.01,1775.94,1785.16,24.79,1.41,26,да,LL,нет
355,2021-10-20 00:00,2021-10-21 02:00,HH·HL·LH·HL·HH,П16,1766.94,1788.47,1774.87,1787.62,1780.87,1789.46,22.52,1.27,25,нет,HL,нет
356,2021-10-21 12:00,2021-10-22 15:00,LH·HL·HH·HL·HH,П1,1776.56,1783.29,1778.62,1794.81,1790.52,1813.85,37.29,2.1,26,да,LL,нет
357,2021-10-22 15:00,2021-10-25 19:00,LH·HL·HH·HL·LH,П5,1782.88,1801.11,1796.13,1810.08,1805.16,1808.43,27.19,1.53,27,нет,LL,да
358,2021-10-26 14:00,2021-10-27 18:00,LH·HL·HH·HL·HH,П1,1782.46,1795.15,1783.58,1798.18,1784.89,1799.06,16.6,0.93,27,да,HL,нет
359,2021-10-29 14:00,2021-11-01 14:00,LH·HL·HH·HL·HH,П1,1771.98,1783.75,1779.17,1787.82,1781.09,1795.84,23.86,1.35,23,да,HL,нет
360,2021-11-03 14:00,2021-11-05 08:00,LH·HL·HH·HL·HH,П1,1758.89,1778.37,1770.87,1798.95,1790.16,1800.18,41.29,2.35,40,да,LL,нет
361,2021-11-05 12:00,2021-11-09 06:00,HH·HL·HH·HL·LH,П12,1785.06,1821.57,1812.49,1827.22,1821.93,1827.22,42.16,2.36,39,нет,LL,нет
362,2021-11-09 07:00,2021-11-10 08:00,HH·HL·HH·HL·LH,П12,1819.19,1830.49,1820.36,1832.76,1823.08,1827.26,13.57,0.75,24,нет,LL,нет
363,2021-11-10 13:00,2021-11-11 08:00,HH·HL·LH·HL·HH,П16,1822.4,1868.63,1841.58,1852.82,1842.95,1864.37,46.23,2.54,18,нет,HL,нет
364,2021-11-15 07:00,2021-11-16 02:00,HH·HL·LH·HL·HH,П16,1856.38,1870.58,1858.27,1867.88,1861.94,1868.87,14.2,0.76,18,нет,HL,нет
365,2021-11-17 00:00,2021-11-18 00:00,LH·HL·HH·HL·HH,П1,1849.67,1856.17,1852.07,1868.13,1862.87,1870.94,21.27,1.15,23,да,LL,нет
366,2021-11-24 14:00,2021-11-25 08:00,LH·HL·HH·HL·HH,П1,1778.62,1791.46,1782.6,1794.34,1791.57,1795.15,16.53,0.93,17,да,LL,нет
367,2021-11-29 19:00,2021-11-30 15:00,LH·HL·HH·HL·HH,П1,1781.23,1796.01,1788.07,1798.6,1789.22,1808.86,27.63,1.55,19,да,LL,нет
368,2021-11-30 17:00,2021-12-01 15:00,LH·HL·HH·HL·LH,П5,1769.97,1777.86,1770.95,1794.7,1776.74,1792.29,24.73,1.4,21,нет,HL,нет
369,2021-12-02 18:00,2021-12-03 20:00,LH·HL·HH·HL·HH,П1,1761.94,1776.55,1766.21,1778.8,1766.39,1786.12,24.18,1.37,25,да,HL,нет
370,2021-12-07 13:00,2021-12-08 10:00,HH·HL·HH·HL·HH,П6,1772.25,1787.88,1783.73,1791.63,1785.86,1793.15,20.9,1.18,20,да,LL,нет
371,2021-12-10 09:00,2021-12-13 12:00,HH·HL·LH·HL·HH,П16,1770.21,1789.53,1781.47,1788.81,1783.39,1791.66,21.44,1.21,26,нет,LL,нет
372,2021-12-13 14:00,2021-12-14 06:00,LH·HL·LH·HL·LH,П29,1781.89,1790.2,1785.17,1789.55,1785.42,1788.51,8.31,0.47,15,нет,LL,нет
373,2021-12-14 14:00,2021-12-15 13:00,LH·HL·LH·HL·HH,П20,1766.59,1773.94,1766.9,1771.42,1767.74,1773.72,7.36,0.42,22,нет,LL,нет
374,2021-12-15 19:00,2021-12-16 21:00,HH·HL·HH·HL·HH,П6,1753.07,1784.26,1781.03,1799.11,1795.03,1799.69,46.62,2.66,25,да,HL,нет
375,2021-12-22 08:00,2021-12-23 13:00,HH·HL·HH·HL·HH,П6,1785.95,1805.05,1803.21,1808.5,1804.87,1810.09,24.14,1.35,28,да,LL,нет
376,2021-12-27 13:00,2021-12-28 13:00,HH·HL·LH·HL·HH,П16,1803.02,1813.52,1806.78,1812.74,1808.57,1820.31,17.29,0.96,23,нет,LL,нет
377,2021-12-29 13:00,2021-12-31 01:00,LH·HL·HH·HL·HH,П1,1789.49,1805.71,1796.28,1817.2,1814.53,1819.08,29.59,1.65,34,да,HL,нет
378,2022-01-03 16:00,2022-01-04 07:00,LH·HL·HH·HL·HH,П1,1798.38,1804.6,1801.07,1807.15,1803.25,1807.46,9.08,0.5,14,да,LL,нет
379,2022-01-07 13:00,2022-01-10 11:00,HH·HL·LH·HL·HH,П16,1782.67,1798.7,1790.88,1796.78,1791.38,1802.37,19.69,1.1,21,нет,LL,нет
380,2022-01-10 14:00,2022-01-12 05:00,HH·HL·HH·HL·LH,П12,1790.44,1810.29,1801.85,1823.35,1817.83,1821.59,32.91,1.84,37,нет,LL,нет
381,2022-01-19 03:00,2022-01-20 08:00,HH·HL·HH·HL·LH,П12,1810.35,1843.38,1838.11,1844.14,1838.55,1842.18,33.8,1.87,28,нет,LL,нет
382,2022-01-21 08:00,2022-01-24 09:00,HH·HL·LH·HL·HH,П16,1828.55,1843.24,1828.63,1839.66,1836.49,1844.38,15.83,0.87,24,нет,LL,нет
383,2022-01-28 11:00,2022-01-31 19:00,LH·HL·LH·HL·HH,П20,1780.33,1793.07,1785.61,1789.43,1786.09,1799.88,19.55,1.1,31,нет,HL,нет
384,2022-02-04 14:00,2022-02-08 02:00,HH·HL·HH·HL·LH,П12,1792.23,1815.41,1808.79,1823.59,1820.34,1823.28,31.36,1.75,34,нет,LL,нет
385,2022-02-08 07:00,2022-02-09 05:00,LH·HL·HH·HL·HH,П1,1815.49,1821.08,1817.33,1828.81,1825.12,1829.17,13.68,0.75,21,да,HL,нет
386,2022-02-09 14:00,2022-02-10 07:00,HH·HL·LH·HL·HH,П16,1824.76,1835.85,1831.26,1834.8,1833.57,1836.13,11.38,0.62,16,нет,LL,нет
387,2022-02-11 07:00,2022-02-14 19:00,HH·HL·LH·HL·HH,П16,1820.99,1865.46,1850.85,1858.51,1851.38,1874.19,53.2,2.92,35,нет,HL,нет
388,2022-02-15 12:00,2022-02-16 10:00,LH·HL·LH·HL·HH,П20,1844.61,1857.26,1846.52,1856.55,1850.32,1859.65,15.04,0.82,21,нет,HL,нет
389,2022-02-18 10:00,2022-02-21 00:00,HH·HL·LH·HL·HH,П16,1886.66,1900.07,1890.45,1897.96,1893.65,1908.33,21.66,1.15,13,нет,LL,нет
390,2022-02-22 11:00,2022-02-23 01:00,LH·HL·LH·HL·LH,П29,1891.47,1907.27,1893.94,1905.76,1897.7,1901.37,15.8,0.84,13,нет,LL,нет
391,2022-02-24 19:00,2022-02-28 05:00,LH·HL·HH·HL·LH,П5,1878.1,1921.91,1882.99,1927.48,1904.64,1911.94,49.38,2.63,32,нет,LL,нет
392,2022-02-28 17:00,2022-03-01 21:00,LH·HL·HH·HL·HH,П1,1890.92,1910.99,1901.47,1926.42,1911.2,1950.31,59.38,3.14,27,да,HL,нет
393,2022-03-02 10:00,2022-03-03 02:00,LH·HL·LH·HL·LH,П29,1913.75,1935.7,1914.96,1933.41,1926.26,1930.9,21.95,1.15,15,нет,LL,нет
394,2022-03-03 05:00,2022-03-07 01:00,HH·HL·HH·HL·HH,П6,1922.11,1938.84,1923.36,1951.02,1929.71,2001.14,79.03,4.11,42,да,HL,нет
395,2022-03-07 13:00,2022-03-08 16:00,LH·HL·HH·HL·HH,П1,1961.08,2000.12,1981.11,2021.09,2003.64,2070.63,109.56,5.59,26,да,HL,нет
396,2022-03-10 01:00,2022-03-10 18:00,LH·HL·HH·HL·LH,П5,1970.53,1989.12,1974.47,2009.22,1981.72,2006.08,38.7,1.96,17,нет,LL,нет
397,2022-03-16 18:00,2022-03-17 15:00,HH·HL·HH·HL·HH,П6,1895.07,1938.24,1930.15,1946.97,1935.56,1949.87,54.8,2.89,20,да,HL,нет
398,2022-03-21 13:00,2022-03-22 05:00,HH·HL·HH·HL·LH,П12,1918.03,1937.65,1927.07,1941.53,1929.4,1938.48,23.5,1.23,15,нет,LL,нет
399,2022-03-22 14:00,2022-03-23 14:00,LH·HL·LH·HL·HH,П20,1910.73,1924.92,1915.64,1924.52,1917.02,1936.8,26.07,1.36,23,нет,HL,нет
400,2022-03-29 12:00,2022-03-30 15:00,LH·HL·HH·HL·HH,П1,1890.15,1921.48,1916.01,1928.49,1917.26,1938.62,48.46,2.56,26,да,HL,нет
401,2022-03-31 05:00,2022-04-01 04:00,LH·HL·HH·HL·LH,П5,1919.27,1933.97,1922.6,1949.86,1932.56,1939.62,30.59,1.59,22,нет,LL,нет
402,2022-04-06 18:00,2022-04-08 01:00,LH·HL·HH·HL·LH,П5,1915.62,1927.45,1920.62,1937.85,1929.64,1935.57,22.23,1.16,29,нет,LL,нет
403,2022-04-08 05:00,2022-04-11 12:00,HH·HL·HH·HL·HH,П6,1927.78,1948.22,1939.04,1950.03,1940.04,1970.03,42.25,2.19,30,да,HL,нет
404,2022-04-12 09:00,2022-04-13 12:00,HH·HL·LH·HL·HH,П16,1949.76,1978.68,1962.95,1973.62,1965.74,1980.73,30.97,1.59,26,нет,HL,нет
405,2022-04-14 14:00,2022-04-18 12:00,HH·HL·HH·HL·HH,П6,1960.6,1988.61,1982.66,1993.94,1987.88,1998.46,37.86,1.93,21,да,LL,нет
406,2022-04-21 11:00,2022-04-22 06:00,LH·HL·HH·HL·HH,П1,1936.82,1949.69,1937.91,1954.05,1945.97,1955.71,18.89,0.98,18,да,LL,нет
407,2022-04-28 05:00,2022-04-29 11:00,HH·HL·HH·HL·HH,П6,1872.21,1895.44,1881.94,1896.8,1892.6,1919.98,47.77,2.55,29,да,LL,нет
408,2022-05-04 06:00,2022-05-05 12:00,HH·HL·HH·HL·HH,П6,1861.48,1872.13,1861.67,1903.48,1889.6,1909.82,48.34,2.6,29,да,LL,нет
409,2022-05-06 01:00,2022-05-06 15:00,LH·HL·HH·HL·HH,П1,1866.14,1878.01,1873.07,1890.14,1874.47,1892.58,26.43,1.42,14,да,LL,нет
410,2022-05-16 07:00,2022-05-17 11:00,HH·HL·HH·HL·HH,П6,1786.79,1829.36,1821.91,1830.37,1823.44,1836.15,49.37,2.76,27,да,LL,нет
411,2022-05-23 17:00,2022-05-24 08:00,LH·HL·LH·HL·HH,П20,1847.04,1858.9,1849.37,1857.19,1850.39,1860.75,13.71,0.74,14,нет,HL,нет
412,2022-05-26 11:00,2022-05-27 19:00,HH·HL·HH·HL·LH,П12,1840.76,1856.54,1848.06,1862.05,1850.57,1854.93,21.29,1.16,31,нет,LL,нет
413,2022-06-01 09:00,2022-06-03 11:00,HH·HL·HH·HL·LH,П12,1828.54,1849.98,1844.15,1874.17,1863.41,1867.95,45.63,2.5,48,нет,LL,нет
414,2022-06-07 01:00,2022-06-07 19:00,LH·HL·HH·HL·HH,П1,1837.07,1844.57,1838.59,1853.64,1842.4,1855.63,18.57,1.01,18,да,HL,нет
415,2022-06-08 12:00,2022-06-09 03:00,HH·HL·LH·HL·HH,П16,1844.59,1859.68,1849.11,1854.48,1850.98,1855.41,15.1,0.82,14,нет,LL,нет
416,2022-06-14 19:00,2022-06-15 19:00,LH·HL·HH·HL·HH,П1,1805.2,1819.38,1813.29,1836.57,1813.76,1841.96,36.76,2.04,23,да,HL,нет
417,2022-06-17 19:00,2022-06-20 13:00,LH·HL·HH·HL·LH,П5,1833.9,1841.98,1835.23,1846.16,1836.48,1843.26,12.26,0.67,17,нет,LL,нет
418,2022-06-29 09:00,2022-06-30 06:00,HH·HL·LH·HL·LH,П25,1812.1,1833.11,1814.96,1822.04,1815.12,1817.89,21.01,1.16,20,нет,LL,нет
419,2022-07-01 12:00,2022-07-04 02:00,LH·HL·HH·HL·HH,П1,1784.58,1808.88,1797.95,1811.72,1805.55,1814.38,29.8,1.67,13,да,LL,нет
420,2022-07-06 16:00,2022-07-07 14:00,LH·HL·HH·HL·HH,П1,1732.34,1743.97,1736.58,1747.74,1738.03,1749.13,16.79,0.97,21,да,HL,нет
421,2022-07-19 00:00,2022-07-20 04:00,HH·HL·LH·HL·LH,П25,1705.44,1718.48,1708.62,1715.33,1709.6,1713.49,13.04,0.76,27,нет,LL,нет
422,2022-07-21 11:00,2022-07-22 20:00,HH·HL·HH·HL·LH,П12,1680.93,1720.25,1712.96,1739.36,1720.43,1727.85,58.42,3.48,32,нет,LL,нет
423,2022-07-27 13:00,2022-07-28 15:00,HH·HL·HH·HL·HH,П6,1711.56,1741.78,1734.18,1748.56,1736.09,1756.92,45.36,2.65,25,да,HL,нет
424,2022-08-01 05:00,2022-08-02 06:00,HH·HL·HH·HL·LH,П12,1758.4,1775.38,1764.26,1780.58,1770.88,1776.21,22.17,1.26,24,нет,LL,нет
425,2022-08-03 14:00,2022-08-04 18:00,LH·HL·HH·HL·HH,П1,1754.35,1766.3,1769.12,1788.45,1774.38,1794.96,40.61,2.31,27,да,HL,нет
426,2022-08-05 13:00,2022-08-08 23:00,LH·HL·HH·HL·HH,П1,1765.05,1775.5,1771.43,1779.22,1772.64,1790.78,25.73,1.46,32,да,HL,нет
427,2022-08-11 05:00,2022-08-12 07:00,HH·HL·LH·HL·HH,П16,1783.59,1799.42,1785.09,1790.24,1786.26,1794.18,15.83,0.89,25,нет,LL,нет
428,2022-08-16 12:00,2022-08-17 06:00,LH·HL·LH·HL·HH,П20,1771.52,1778.67,1772.9,1777.65,1773.91,1782.4,10.88,0.61,17,нет,LL,нет
429,2022-08-22 12:00,2022-08-23 01:00,LH·HL·LH·HL·HH,П20,1727.85,1740.09,1733.85,1737.86,1734.27,1740.61,12.76,0.74,12,нет,HL,нет
430,2022-08-24 11:00,2022-08-25 11:00,HH·HL·LH·HL·HH,П16,1742.52,1755.94,1747.77,1752.8,1749.99,1765.58,23.06,1.32,23,нет,HL,нет
431,2022-09-01 14:00,2022-09-02 14:00,LH·HL·LH·HL·HH,П20,1688.91,1699.66,1694.38,1699.37,1696.39,1718.02,29.1,1.72,23,нет,HL,нет
432,2022-09-07 04:00,2022-09-08 11:00,HH·HL·HH·HL·HH,П6,1691.46,1707.22,1697.11,1719.51,1713.57,1728.23,36.77,2.17,30,да,LL,нет
433,2022-09-12 04:00,2022-09-13 00:00,HH·HL·HH·HL·LH,П12,1712.04,1733.97,1723.82,1735.18,1723.83,1727.64,23.14,1.35,19,нет,LL,нет
434,2022-09-16 08:00,2022-09-18 23:00,HH·HL·HH·HL·LH,П12,1654.19,1667.87,1657.21,1680.44,1671.22,1680.02,26.25,1.59,14,нет,LL,нет
435,2022-09-19 07:00,2022-09-20 03:00,LH·HL·HH·HL·LH,П5,1659.75,1675.36,1668.98,1679.49,1673.46,1677.94,19.74,1.19,19,нет,LL,нет
436,2022-09-21 18:00,2022-09-23 01:00,LH·HL·HH·HL·LH,П5,1653.87,1678.25,1664.82,1684.95,1667.98,1675.91,31.08,1.88,29,нет,HL,нет
437,2022-09-26 00:00,2022-09-26 14:00,HH·HL·HH·HL·LH,П12,1626.77,1646.07,1634.71,1649.84,1636.25,1648.35,23.07,1.42,14,нет,LL,нет
438,2022-09-28 07:00,2022-09-30 00:00,HH·HL·HH·HL·HH,П6,1614.92,1662.79,1641.58,1664.89,1657.25,1665.33,50.4,3.12,39,да,HL,нет
439,2022-10-03 09:00,2022-10-04 16:00,HH·HL·HH·HL·HH,П6,1659.69,1702.62,1695.24,1710.78,1700.57,1729.59,69.89,4.21,30,да,HL,нет
440,2022-10-11 10:00,2022-10-12 01:00,HH·HL·HH·HL·LH,П12,1661.03,1672.98,1663.53,1684.04,1663.85,1666.96,23.01,1.39,14,нет,LL,нет
441,2022-10-12 02:00,2022-10-12 18:00,HH·HL·LH·HL·HH,П16,1661.47,1675.42,1664.88,1673.29,1667.78,1678.37,16.9,1.02,16,нет,LL,нет
442,2022-10-25 10:00,2022-10-26 15:00,HH·HL·HH·HL·LH,П12,1638.36,1662.44,1649.82,1675.01,1660.71,1672.66,36.65,2.24,28,нет,HL,нет
443,2022-10-27 12:00,2022-10-28 02:00,LH·HL·LH·HL·HH,П20,1654.89,1665.84,1656.82,1663.53,1660.62,1667.11,12.22,0.74,13,нет,LL,нет
444,2022-11-01 00:00,2022-11-02 18:00,HH·HL·LH·HL·HH,П16,1630.8,1657.06,1642.16,1651.15,1646.17,1669.54,38.74,2.38,41,нет,LL,нет
445,2022-11-03 11:00,2022-11-04 20:00,LH·HL·HH·HL·HH,П1,1616.67,1632.39,1628.73,1649.91,1641.55,1681.76,65.08,4.03,32,да,HL,нет
446,2022-11-09 19:00,2022-11-11 10:00,LH·HL·HH·HL·HH,П1,1702.26,1712.63,1704.04,1757.32,1747.31,1766.65,64.4,3.78,37,да,HL,нет
447,2022-11-14 11:00,2022-11-15 13:00,HH·HL·LH·HL·HH,П16,1753.32,1775.09,1767.13,1772.4,1768.8,1786.55,33.23,1.9,25,нет,LL,нет
448,2022-11-15 17:00,2022-11-16 20:00,LH·HL·LH·HL·LH,П29,1768.07,1785.94,1770.38,1785.1,1771.0,1776.26,17.87,1.01,26,нет,LL,нет
449,2022-11-17 14:00,2022-11-18 09:00,LH·HL·HH·HL·HH,П1,1754.51,1762.37,1759.4,1765.78,1761.22,1767.73,13.22,0.75,18,да,LL,нет
450,2022-11-23 13:00,2022-11-24 10:00,HH·HL·HH·HL·HH,П6,1727.49,1753.46,1749.34,1756.97,1752.49,1758.7,31.21,1.81,20,да,HL,нет
451,2022-11-28 19:00,2022-11-30 04:00,LH·HL·LH·HL·LH,П29,1739.67,1759.04,1747.0,1758.09,1747.85,1755.8,19.36,1.11,31,нет,HL,нет
452,2022-11-30 18:00,2022-12-01 23:00,HH·HL·HH·HL·HH,П6,1744.95,1780.04,1772.03,1783.74,1774.69,1804.63,59.68,3.42,27,да,HL,нет
453,2022-12-06 18:00,2022-12-07 08:00,LH·HL·HH·HL·HH,П1,1767.37,1772.77,1768.83,1775.27,1769.74,1775.95,8.59,0.49,13,да,HL,нет
454,2022-12-12 19:00,2022-12-13 14:00,LH·HL·HH·HL·HH,П1,1777.68,1786.13,1781.19,1788.7,1782.63,1824.52,46.83,2.63,18,да,HL,нет
455,2022-12-19 16:00,2022-12-20 15:00,LH·HL·HH·HL·HH,П1,1783.9,1788.18,1784.69,1809.5,1798.4,1821.14,37.24,2.09,22,да,HL,нет
456,2022-12-21 11:00,2022-12-22 13:00,HH·HL·LH·HL·LH,П25,1811.92,1823.87,1812.92,1820.46,1813.76,1819.94,11.94,0.66,25,нет,LL,нет
457,2022-12-23 14:00,2022-12-27 15:00,HH·HL·HH·HL·HH,П6,1791.25,1803.24,1793.66,1811.61,1802.41,1833.44,42.19,2.36,24,да,HL,нет
458,2022-12-28 16:00,2022-12-29 09:00,LH·HL·HH·HL·HH,П1,1797.1,1809.3,1802.87,1809.34,1804.86,1812.03,14.93,0.83,16,да,LL,нет
459,2022-12-30 10:00,2023-01-03 07:00,HH·HL·HH·HL·HH,П6,1813.4,1825.27,1814.37,1843.22,1838.03,1849.99,36.59,2.02,20,да,LL,нет
